# vm_axis_plan.tsv —— CMF-03_A §2（只出 plan，不填）。每列＝一條 TC × 其 PC 所載之一個配置軸。
# **不作「PROXI 值 → 該 TC 適用與否」之判定**，三台之值只並列。Dec 與 PROXI Read 不一致者兩值並列。
# literal_match：該台之 PROXI label 字面出現於該 PC 行者列其名；否則 none。
# 出處：features/comfort/docs/reports/proxi_axis_values.tsv（CMF-02 §5-1，唯讀）。
tc_id	req_id	axis	proxi_parameter	pc_line_verbatim	proxi_Promaster	proxi_Toro	proxi_Fastback	literal_match
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	Rear HVAC	Rear_Climate	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	Rear HVAC	Rear_Climate	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	none
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	ATC／MTC	Climate_Type	The vehicle has an ATC climate system, in which AUTO is shown	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	ATC／MTC	Climate_Type	The vehicle has an ATC climate system, in which AUTO is shown	Dec=2 (Automatic) / PROXI Read=3	Dec=1 (Manual) / PROXI Read=(empty)	Dec=2 (Automatic) / PROXI Read=3	none
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	Rear HVAC	Rear_Climate	The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	Toro
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	Rear HVAC	Rear_Climate	The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	Toro
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	Rear HVAC	Rear_Climate	The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	Toro
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	ICS	Integrated_Climate_Touchscreen	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	EMEA ICS	(無 PROXI 參數)	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	Rear HVAC	Rear_Climate	The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)	Dec=0 (Absent) / PROXI Read=1	Dec=1 (Present) / PROXI Read=(empty)	Dec=0 (Absent) / PROXI Read=1	Toro
