B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
638	662	vf230_batch08.json	SWITCH 5 Type	SWE1-VC-SWITCH5Type-046	Vehicle Setting	Auxiliary Switches	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Momentary -> The SWITCH 5 Type setting is displayed as Momentary)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""SWITCH 5 Type"" customer setting is set to Latching"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""SWITCH 5 Type"" customer setting to Momentary and check that TELEMATIC_FD_1.AUX5_TYPE_Req = 1 (Momentary) is transmitted
3. Read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Momentary"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.AUX5_TYPE_Req = 1 (Momentary) is sent
3. The SWITCH 5 Type setting is displayed as Momentary"	VF230_V1_PDT27_VF_6281	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
639	663	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-083	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 10 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 10 (10) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 10 (10) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 10"	VF230_V1_PDT27_VF_6643	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
640	664	vf230_batch08.json	SWITCH 5 Type	SWE1-VC-SWITCH5Type-047	Vehicle Setting	Auxiliary Switches	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Latching -> The SWITCH 5 Type setting is displayed as Latching)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.AUX5_TYPE = one of [0 (Latching), 1 (Momentary)]	"1. Send CAN: IPC_VEHICLE_SETUP2.AUX5_TYPE = 1 (Momentary)
2. Send CAN: IPC_VEHICLE_SETUP2.AUX5_TYPE = 0 (Latching)
3. Read the Vehicle Settings menu and check that the SWITCH 5 Type setting is displayed as Latching"	"1. IPC_VEHICLE_SETUP2.AUX5_TYPE = 1 (Momentary) is sent
2. IPC_VEHICLE_SETUP2.AUX5_TYPE = 0 (Latching) is sent
3. The SWITCH 5 Type setting is displayed as Latching"	VF230_V1_PDT27_VF_6282	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP2.AUX5_TYPE signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP2.AUX5_TYPE signal will be received is not clear"	
641	665	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-084	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 11 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 11)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 11 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 11 (11) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 11"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 11 (11) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 11"	VF230_V1_PDT27_VF_6657	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
642	666	vf230_batch08.json	SWITCH 6 Type	SWE1-VC-SWITCH6Type-049	Vehicle Setting	Auxiliary Switches	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Latching -> The SWITCH 6 Type setting is displayed as Latching)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""SWITCH 6 Type"" customer setting is set to Momentary"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""SWITCH 6 Type"" customer setting to Latching and check that TELEMATIC_FD_1.AUX6_TYPE_Req = 0 (Latching) is transmitted
3. Read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Latching"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.AUX6_TYPE_Req = 0 (Latching) is sent
3. The SWITCH 6 Type setting is displayed as Latching"	VF230_V1_PDT27_VF_6266	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
643	667	vf230_batch08.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-085	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 12 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 12)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 12 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 12 (12) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 12"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 12 (12) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 12"	VF230_V1_PDT27_VF_6658	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
644	668	vf230_batch09.json	SWITCH 6 Type	SWE1-VC-SWITCH6Type-050	Vehicle Setting	Auxiliary Switches	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Momentary -> The SWITCH 6 Type setting is displayed as Momentary)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""SWITCH 6 Type"" customer setting is set to Latching"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""SWITCH 6 Type"" customer setting to Momentary and check that TELEMATIC_FD_1.AUX6_TYPE_Req = 1 (Momentary) is transmitted
3. Read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Momentary"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.AUX6_TYPE_Req = 1 (Momentary) is sent
3. The SWITCH 6 Type setting is displayed as Momentary"	VF230_V1_PDT27_VF_6283	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
645	669	vf230_batch09.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-086	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 13 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 13)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 13 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 13 (13) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 13"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 13 (13) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 13"	VF230_V1_PDT27_VF_6659	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
646	670	vf230_batch09.json	SWITCH 6 Type	SWE1-VC-SWITCH6Type-051	Vehicle Setting	Auxiliary Switches	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Latching -> The SWITCH 6 Type setting is displayed as Latching)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.AUX6_TYPE = one of [0 (Latching), 1 (Momentary)]	"1. Send CAN: IPC_VEHICLE_SETUP2.AUX6_TYPE = 1 (Momentary)
2. Send CAN: IPC_VEHICLE_SETUP2.AUX6_TYPE = 0 (Latching)
3. Read the Vehicle Settings menu and check that the SWITCH 6 Type setting is displayed as Latching"	"1. IPC_VEHICLE_SETUP2.AUX6_TYPE = 1 (Momentary) is sent
2. IPC_VEHICLE_SETUP2.AUX6_TYPE = 0 (Latching) is sent
3. The SWITCH 6 Type setting is displayed as Latching"	VF230_V1_PDT27_VF_6284	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP2.AUX6_TYPE signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP2.AUX6_TYPE signal will be received is not clear"	
647	671	vf230_batch09.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-087	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 14 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 14)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 14 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 14 (14) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 14"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 14 (14) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 14"	VF230_V1_PDT27_VF_6660	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
648	672	vf230_batch09.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-088	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 15 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 15)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - NAFTA Setting"" customer setting to 15 and check that TELEMATIC_FD_1.TSI_Offset_Kph_Req = 15 (15) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 15"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Kph_Req = 15 (15) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 15"	VF230_V1_PDT27_VF_6661	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
649	673	vf230_batch09.json	Traffic Sign Assist Offset - NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - NAFTASetting-089	Vehicle Setting	Trailer and Signage	"Any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0 -> The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.TSI_Offset_Kph = one of [0 (0), 1 (1), 2 (2), 3 (3), 4 (4), 5 (5), 6 (6), 7 (7), 8 (8), 9 (9), 10 (10), 11 (11), 12 (12), 13 (13), 14 (14), 15 (15)]	"1. Send CAN: IPC_VEHICLE_SETUP2.TSI_Offset_Kph = 1 (1)
2. Send CAN: IPC_VEHICLE_SETUP2.TSI_Offset_Kph = 0 (0)
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	"1. IPC_VEHICLE_SETUP2.TSI_Offset_Kph = 1 (1) is sent
2. IPC_VEHICLE_SETUP2.TSI_Offset_Kph = 0 (0) is sent
3. The Traffic Sign Assist Offset - NAFTA Setting setting is displayed as 0"	VF230_V1_PDT27_VF_6644	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP2.TSI_Offset_Kph signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP2.TSI_Offset_Kph signal will be received is not clear"	
650	674	vf230_batch09.json	Traffic Sign Assist Offset - non-NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-094	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 0 -> The Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 0)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - non-NAFTA Setting"" customer setting is set to 1"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - non-NAFTA Setting"" customer setting to 0 and check that TELEMATIC_FD_1.TSI_Offset_Mph_Req = 0 (0) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 0"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Mph_Req = 0 (0) is sent
3. The Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 0"	VF230_V1_PDT27_VF_6650	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
651	675	vf230_batch09.json	Traffic Sign Assist Offset - non-NAFTA Setting	SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-095	Vehicle Setting	Trailer and Signage	"The HMI layer shall maintain/update the displayed setting according to the requested value and any invalid value shall be considered invalid by HMI.

(read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 1 -> The Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 1)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Traffic Sign Assist Offset - non-NAFTA Setting"" customer setting is set to 0"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Traffic Sign Assist Offset - non-NAFTA Setting"" customer setting to 1 and check that TELEMATIC_FD_1.TSI_Offset_Mph_Req = 1 (1) is transmitted
3. Read the Vehicle Settings menu and check that the Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 1"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.TSI_Offset_Mph_Req = 1 (1) is sent
3. The Traffic Sign Assist Offset - non-NAFTA Setting setting is displayed as 1"	VF230_V1_PDT27_VF_6651	P2	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
